Fund Name (AS CITED),MSCI ACWI IMI TF EX‐TOB AND FF,,,,
EXXON MOBIL CORP,0.006668911496,"119,827,778.64",,,
UNITEDHEALTH GROUP INC,0.006484003449,"116,505,329.30",,,
VISA INC CLASS A,0.006180418385,"111,050,477.52",,,
NOVO NORDISK CLASS B,0.005823856085,"104,643,724.57",,,
MASTERCARD INC CLASS A,0.005454657367,"98,009,919.00",,,
PROCTER & GAMBLE,0.005376555802,"96,606,580.98",,,
ASML HOLDING NV,0.005207701142,"93,572,580.77",,,
JOHNSON & JOHNSON,0.004968158455,"89,268,449.88",,,
HOME DEPOT INC,0.0047268681,"84,932,916.67",,,
MERCK & CO INC,0.004686134534,"84,201,011.20",,,
COSTCO WHOLESALE CORP,0.004563635645,"81,999,936.90",,,
CHEVRON CORP,0.00421175804,"75,677,359.10",,,
TENCENT HOLDINGS LTD,0.004133642352,"74,273,767.31",,,
ABBVIE INC,0.003982647753,"71,560,678.78",,,
NESTLE SA,0.003800206123,"68,282,546.31",,,
BANK OF AMERICA CORP,0.00379784378,"68,240,099.46",,,
SALESFORCE INC,0.003770425003,"67,747,435.68",,,
WALMART INC,0.003763317079,"67,619,719.68",,,
SAMSUNG ELECTRONICS LTD,0.003739824279,"67,197,598.30",,,
ADVANCED MICRO DEVICES INC,0.003597076512,"64,632,689.80",,,
COCA-COLA,0.003585549245,"64,425,566.52",,,
NETFLIX INC,0.003477117153,"62,477,246.06",,,
PEPSICO INC,0.003413136591,"61,327,635.88",,,
SHELL PLC,0.003383493223,"60,795,000.39",,,
TOYOTA MOTOR CORP,0.003336581521,"59,952,085.45",,,
LVMH,0.00326752711,"58,711,307.75",,,
ASTRAZENECA PLC,0.003218183071,"57,824,688.32",,,
THERMO FISHER SCIENTIFIC INC,0.003127772509,"56,200,180.80",,,
WELLS FARGO,0.003103313212,"55,760,693.31",,,
ADOBE INC,0.003059388783,"54,971,454.04",,,
LINDE PLC,0.003036409536,"54,558,560.26",,,
WALT DISNEY,0.002907358621,"52,239,758.38",,,
NOVARTIS AG,0.002818378305,"50,640,949.70",,,
MCDONALDS CORP,0.002815584026,"50,590,741.77",,,
CISCO SYSTEMS INC,0.002751695097,"49,442,778.06",,,
ACCENTURE PLC CLASS A,0.002747918907,"49,374,927.03",,,
SAP,0.002722139839,"48,911,725.73",,,
ORACLE CORP,0.002722120674,"48,911,381.37",,,
ABBOTT LABORATORIES,0.002625598907,"47,177,067.02",,,
QUALCOMM INC,0.002611128751,"46,917,065.58",,,
INTUIT INC,0.002520711738,"45,292,442.15",,,
GE AEROSPACE,0.002491488917,"44,767,363.10",,,
CATERPILLAR INC,0.002451267825,"44,044,665.84",,,
DANAHER CORP,0.002421197347,"43,504,355.98",,,
ROCHE HOLDING PAR AG,0.002406531764,"43,240,843.08",,,
TOTALENERGIES,0.002379988545,"42,763,911.42",,,
APPLIED MATERIAL INC,0.002376354479,"42,698,614.10",,,
VERIZON COMMUNICATIONS INC,0.002348171561,"42,192,220.16",,,
HSBC HOLDINGS PLC,0.002282588046,"41,013,807.91",,,
TEXAS INSTRUMENT INC,0.002269206559,"40,773,367.80",,,
COMCAST CORP CLASS A,0.002219568042,"39,881,457.14",,,
ALIBABA GROUP HOLDING LTD,0.002172024248,"39,027,184.71",,,
CONOCOPHILLIPS,0.002161464045,"38,837,437.76",,,
INTERNATIONAL BUSINESS MACHINES CO,0.002158323737,"38,781,012.33",,,
SERVICENOW INC,0.002091306883,"37,576,845.70",,,
UNION PACIFIC CORP,0.002085456371,"37,471,723.02",,,
PHILIP MORRIS INTERNATIONAL INC,0.002063466918,"37,076,613.96",,,
AMERICAN EXPRESS,0.002059043278,"36,997,129.48",,,
RTX CORP,0.002048448401,"36,806,759.50",,,
AMGEN INC,0.002033611766,"36,540,173.12",,,
SIEMENS N AG,0.002029307403,"36,462,831.82",,,
PFIZER INC,0.002028360903,"36,445,825.00",,,
BHP GROUP LTD,0.002001965551,"35,971,550.24",,,
GOLDMAN SACHS GROUP INC,0.001966171515,"35,328,398.82",,,
ROYAL BANK OF CANADA,0.001912828875,"34,369,932.06",,,
NEXTERA ENERGY INC,0.001904516052,"34,220,566.28",,,
S&P GLOBAL INC,0.001899737597,"34,134,706.44",,,
INTEL CORPORATION CORP,0.001897536113,"34,095,149.92",,,
INTUITIVE SURGICAL INC,0.001869389466,"33,589,407.69",,,
LOWES COMPANIES INC,0.001852291402,"33,282,187.69",,,
UBER TECHNOLOGIES INC,0.001836753447,"33,002,999.90",,,
EATON PLC,0.001818508401,"32,675,170.80",,,
UNILEVER PLC,0.001810449001,"32,530,358.55",,,
HONEYWELL INTERNATIONAL INC,0.001795968337,"32,270,168.30",,,
MICRON TECHNOLOGY INC,0.001780206591,"31,986,959.40",,,
ELEVANCE HEALTH INC,0.001764024124,"31,696,190.96",,,
BOOKING HOLDINGS INC,0.001757393183,"31,577,045.44",,,
BP PLC,0.001739166602,"31,249,548.11",,,
COMMONWEALTH BANK OF AUSTRALIA,0.001731236058,"31,107,051.16",,,
PROGRESSIVE CORP,0.001718146699,"30,871,860.03",,,
LAM RESEARCH CORP,0.001712500209,"30,770,403.24",,,
SCHNEIDER ELECTRIC,0.00171150693,"30,752,555.90",,,
AT&T INC,0.001667775724,"29,966,788.50",,,
MORGAN STANLEY,0.001665540639,"29,926,628.23",,,
CITIGROUP INC,0.001663119112,"29,883,117.94",,,
STRYKER CORP,0.001618026435,"29,072,887.47",,,
NIKE INC CLASS B,0.00161059501,"28,939,358.76",,,
BLACKROCK INC,0.001596229437,"28,681,236.48",,,
ALLIANZ,0.001578221537,"28,357,668.43",,,
CHARLES SCHWAB CORP,0.001578085205,"28,355,218.80",,,
SANOFI SA,0.001550268264,"27,855,400.77",,,
LOREAL SA,0.001546622732,"27,789,897.42",,,
MITSUBISHI UFJ FINANCIAL GROUP INC,0.001544630246,"27,754,096.20",,,
TJX INC,0.00154015188,"27,673,628.40",,,
UNITED PARCEL SERVICE INC CLASS B,0.001506471131,"27,068,448.77",,,
DEERE,0.001504092224,"27,025,704.30",,,
TORONTO DOMINION,0.001493071626,"26,827,684.91",,,
MEDTRONIC PLC,0.001489767684,"26,768,319.30",,,
BOSTON SCIENTIFIC CORP,0.001489595204,"26,765,220.15",,,
TOKYO ELECTRON LTD,0.001476503734,"26,529,991.10",,,
RELIANCE INDUSTRIES LTD,0.001476194647,"26,524,437.39",,,
SONY GROUP CORP,0.001465418908,"26,330,817.65",,,
CIGNA,0.001457918082,"26,196,041.94",,,
VERTEX PHARMACEUTICALS INC,0.001446474496,"25,990,422.24",,,
LOCKHEED MARTIN CORP,0.001444345901,"25,952,175.40",,,
LAIR LIQUIDE SOCIETE ANONYME POUR,0.001421709903,"25,545,449.15",,,
AUTOMATIC DATA PROCESSING INC,0.001393530972,"25,039,126.84",,,
STARBUCKS CORP,0.001393533513,"25,039,172.50",,,
CHUBB LTD,0.001389786045,"24,971,837.55",,,
ANALOG DEVICES INC,0.00138931034,"24,963,290.03",,,
AIRBUS GROUP,0.001366268075,"24,549,263.93",,,
MARSH & MCLENNAN INC,0.001365204971,"24,530,161.95",,,
PROLOGIS REIT INC,0.001353952669,"24,327,979.28",,,
BOEING,0.001350733873,"24,270,143.58",,,
KLA CORP,0.001343488997,"24,139,966.80",,,
FISERV INC,0.001331988472,"23,933,324.03",,,
MONDELEZ INTERNATIONAL INC CLASS A,0.001329748859,"23,893,082.41",,,
REGENERON PHARMACEUTICALS INC,0.001319630269,"23,711,270.40",,,
UBS GROUP AG,0.001307311228,"23,489,920.44",,,
PALO ALTO NETWORKS INC,0.00129592505,"23,285,332.26",,,
BRISTOL MYERS SQUIBB,0.001295055323,"23,269,704.90",,,
KEYENCE CORP,0.001258683326,"22,616,168.62",,,
CSL LTD,0.001245697794,"22,382,843.08",,,
CHIPOTLE MEXICAN GRILL INC,0.001226145413,"22,031,523.61",,,
CVS HEALTH CORP,0.001219173749,"21,906,255.94",,,
BLACKSTONE INC,0.001218756691,"21,898,762.20",,,
SHOPIFY SUBORDINATE VOTING INC CLA,0.001213518844,"21,804,647.96",,,
SYNOPSYS INC,0.001213151513,"21,798,047.70",,,
CANADIAN NATURAL RESOURCES LTD,0.001204140161,"21,636,130.68",,,
WASTE MANAGEMENT INC,0.001198420497,"21,533,359.10",,,
T MOBILE US INC,0.001191020057,"21,400,387.12",,,
GLAXOSMITHKLINE,0.001172366491,"21,065,217.68",,,
BANCO SANTANDER SA,0.00116817533,"20,989,910.42",,,
GILEAD SCIENCES INC,0.00115190227,"20,697,514.18",,,
RIO TINTO PLC,0.001135875942,"20,409,551.25",,,
AMERICAN TOWER REIT CORP,0.001131925491,"20,338,569.09",,,
RELX PLC,0.001130893279,"20,320,022.17",,,
HITACHI LTD,0.001130058861,"20,305,029.25",,,
SOUTHERN,0.00112321698,"20,182,093.54",,,
AIA GROUP LTD,0.001111006817,"19,962,699.91",,,
HERMES INTERNATIONAL,0.001108646118,"19,920,282.60",,,
ABB LTD,0.001095931695,"19,691,828.37",,,
MARATHON PETROLEUM CORP,0.001088962805,"19,566,610.53",,,
CADENCE DESIGN SYSTEMS INC,0.001082920907,"19,458,049.00",,,
EOG RESOURCES INC,0.001082156681,"19,444,317.30",,,
COMPAGNIE FINANCIERE RICHEMONT SA,0.001072394898,"19,268,916.46",,,
INTERCONTINENTAL EXCHANGE INC,0.001069850332,"19,223,195.40",,,
PDD HOLDINGS ADS INC,0.0010691179,"19,210,034.98",,,
DIAGEO PLC,0.001067749664,"19,185,450.35",,,
CME GROUP INC CLASS A,0.001065364534,"19,142,594.06",,,
SAFRAN SA,0.001063168099,"19,103,128.25",,,
DUKE ENERGY CORP,0.001062757938,"19,095,758.43",,,
IBERDROLA SA,0.001061550914,"19,074,070.49",,,
ENBRIDGE INC,0.00106061756,"19,057,299.88",,,
TARGET CORP,0.001060066788,"19,047,403.54",,,
ALTRIA GROUP INC,0.001055195725,"18,959,879.70",,,
ICICI BANK LTD,0.001053085911,"18,921,970.33",,,
ILLINOIS TOOL INC,0.001052999945,"18,920,425.68",,,
MITSUBISHI CORP,0.001050823372,"18,881,316.76",,,
BNP PARIBAS SA,0.001048993919,"18,848,444.94",,,
MEITUAN,0.001046781984,"18,808,700.63",,,
CANADIAN PACIFIC KANSAS CITY LTD,0.001045753499,"18,790,220.69",,,
MCKESSON CORP,0.001044412491,"18,766,125.30",,,
SHERWIN WILLIAMS,0.00104164695,"18,716,433.75",,,
DEUTSCHE TELEKOM N AG,0.00104157281,"18,715,101.58",,,
ZOETIS INC CLASS A,0.001026866704,"18,450,860.56",,,
SUMITOMO MITSUI FINANCIAL GROUP IN,0.001022342417,"18,369,567.65",,,
AIRBNB INC CLASS A,0.00100953998,"18,139,531.96",,,
FREEPORT MCMORAN INC,0.001008430795,"18,119,602.00",,,
SK HYNIX INC,0.001005106616,"18,059,872.76",,,
BANCO BILBAO VIZCAYA ARGENTARIA SA,0.001001508788,"17,995,226.57",,,
AMPHENOL CORP CLASS A,0.0009929363096,"17,841,195.28",,,
SCHLUMBERGER NV,0.0009879995829,"17,752,491.60",,,
NORTHROP GRUMMAN CORP,0.0009870445412,"17,735,331.30",,,
ARISTA NETWORKS INC,0.000986961611,"17,733,841.20",,,
TRANSDIGM GROUP INC,0.0009840899828,"17,682,243.45",,,
PARKER-HANNIFIN CORP,0.0009820514069,"17,645,614.08",,,
COLGATE-PALMOLIVE,0.0009806962904,"17,621,265.19",,,
CROWDSTRIKE HOLDINGS INC CLASS A,0.0009763920886,"17,543,926.79",,,
CANADIAN NATIONAL RAILWAY,0.0009759202868,"17,535,449.40",,,
ZURICH INSURANCE GROUP AG,0.0009744178216,"17,508,452.93",,,
EQUINIX REIT INC,0.0009682938898,"17,398,417.41",,,
TRANE TECHNOLOGIES PLC,0.0009629037872,"17,301,567.42",,,
NATIONAL AUSTRALIA BANK LTD,0.0009561378705,"17,179,996.64",,,
PHILLIPS,0.0009561401985,"17,180,038.47",,,
CSX CORP,0.000955939852,"17,176,438.62",,,
PAYPAL HOLDINGS INC,0.0009499712876,"17,069,194.76",,,
SHIN ETSU CHEMICAL LTD,0.0009425272809,"16,935,439.98",,,
BECTON DICKINSON,0.0009347765475,"16,796,173.90",,,
AXA SA,0.0009303515272,"16,716,664.62",,,
BANK OF MONTREAL,0.0009273283088,"16,662,343.08",,,
GENERAL DYNAMICS CORP,0.0009156366098,"16,452,265.27",,,
CINTAS CORP,0.000908570463,"16,325,299.92",,,
MERCADOLIBRE INC,0.0009002629745,"16,176,030.00",,,
US BANCORP,0.0008992424335,"16,157,692.80",,,
MERCEDES-BENZ GROUP N AG,0.0008989986255,"16,153,312.03",,,
FEDEX CORP,0.0008946446316,"16,075,078.96",,,
OREILLY AUTOMOTIVE INC,0.0008883340503,"15,961,689.70",,,
MITSUI LTD,0.0008867870523,"15,933,893.06",,,
PIONEER NATURAL RESOURCE,0.0008830245272,"15,866,287.57",,,
VINCI SA,0.0008739574633,"15,703,369.51",,,
HCA HEALTHCARE INC,0.0008736716699,"15,698,234.34",,,
PNC FINANCIAL SERVICES GROUP INC,0.0008708497491,"15,647,529.74",,,
RECRUIT HOLDINGS LTD,0.0008668941665,"15,576,455.37",,,
MOODYS CORP,0.0008665712746,"15,570,653.61",,,
NXP SEMICONDUCTORS NV,0.0008659908848,"15,560,225.10",,,
EMERSON ELECTRIC,0.0008658918695,"15,558,445.98",,,
GENERAL MOTORS,0.0008597291367,"15,447,713.28",,,
MARRIOTT INTERNATIONAL INC CLASS A,0.0008588447769,"15,431,823.00",,,
CONSTELLATION ENERGY CORP,0.0008587091867,"15,429,386.70",,,
ESSILORLUXOTTICA SA,0.0008586194467,"15,427,774.24",,,
BRITISH AMERICAN TOBACCO,0.0008502095897,"15,276,664.95",,,
MARVELL TECHNOLOGY INC,0.0008479845457,"15,236,685.10",,,
HON HAI PRECISION INDUSTRY LTD,0.000846602954,"15,211,860.50",,,
MUENCHENER RUECKVERSICHERUNGS-GESE,0.0008437582173,"15,160,745.94",,,
GLENCORE PLC,0.000835513066,"15,012,596.10",,,
CHINA CONSTRUCTION BANK CORP H,0.0008336565887,"14,979,238.70",,,
DAIICHI SANKYO LTD,0.0008309150481,"14,929,978.38",,,
PACCAR INC,0.0008300862968,"14,915,087.28",,,
VALERO ENERGY CORP,0.0008295482727,"14,905,420.00",,,
UNICREDIT,0.0008258298112,"14,838,606.25",,,
INTESA SANPAOLO,0.0008225199912,"14,779,135.02",,,
CRH PUBLIC LIMITED PLC,0.0008164988654,"14,670,946.73",,,
MOTOROLA SOLUTIONS INC,0.0008151135978,"14,646,056.08",,,
WESTPAC BANKING CORPORATION CORP,0.0008026723467,"14,422,510.23",,,
AON PLC CLASS A,0.0008014989098,"14,401,425.78",,,
INFOSYS LTD,0.0007961284115,"14,304,928.04",,,
ING GROEP NV,0.0007956526688,"14,296,379.84",,,
ECOLAB INC,0.0007950098056,"14,284,828.80",,,
CONSTELLATION SOFTWARE INC,0.0007889586856,"14,176,101.57",,,
BANK OF NOVA SCOTIA,0.0007870402664,"14,141,631.19",,,
BROOKFIELD CORP CLASS A,0.0007830687204,"14,070,269.99",,,
HILTON WORLDWIDE HOLDINGS INC,0.000782433754,"14,058,860.84",,,
ROPER TECHNOLOGIES INC,0.0007802848844,"14,020,249.70",,,
CAPITAL ONE FINANCIAL CORP,0.0007749535443,"13,924,455.56",,,
NORFOLK SOUTHERN CORP,0.0007702520821,"13,839,979.14",,,
KKR AND CO INC,0.000768361431,"13,806,007.70",,,
TOKIO MARINE HOLDINGS INC,0.000766862969,"13,779,083.16",,,
AUTOZONE INC,0.0007564928537,"13,592,751.72",,,
FERRARI NV,0.0007544331497,"13,555,742.72",,,
ARTHUR J GALLAGHER,0.0007399407175,"13,295,341.01",,,
BAE SYSTEMS PLC,0.0007391563487,"13,281,247.38",,,
EDWARDS LIFESCIENCES CORP,0.0007370264694,"13,242,977.46",,,
ANZ GROUP HOLDINGS LTD,0.0007363782801,"13,231,330.72",,,
ANHEUSER-BUSCH INBEV SA,0.0007351905585,"13,209,989.60",,,
HDFC BANK LTD,0.0007326456457,"13,164,262.31",,,
WORKDAY INC CLASS A,0.0007299644838,"13,116,086.88",,,
STELLANTIS NV,0.0007281413211,"13,083,328.08",,,
AMERICAN INTERNATIONAL GROUP INC,0.0007277661309,"13,076,586.62",,,
AIR PRODUCTS AND CHEMICALS INC,0.0007247114991,"13,021,700.64",,,
WELLTOWER INC,0.0007200466418,"12,937,881.94",,,
PROSUS NV,0.0007194992021,"12,928,045.48",,,
SUNCOR ENERGY INC,0.0007193023985,"12,924,509.29",,,
HONDA MOTOR LTD,0.0007174755677,"12,891,684.58",,,
INDUSTRIA DE DISENO TEXTIL INDITEX,0.0007098678804,"12,754,988.77",,,
ENEL,0.0007078987197,"12,719,606.66",,,
3M,0.0007065620559,"12,695,589.33",,,
ITOCHU CORP,0.0007046832018,"12,661,829.86",,,
TRUIST FINANCIAL CORP,0.0007043028865,"12,654,996.31",,,
SOFTBANK GROUP CORP,0.000703292627,"12,636,843.85",,,
MICROCHIP TECHNOLOGY INC,0.0007005004006,"12,586,672.80",,,
FORD MOTOR CO,0.0006988342927,"12,556,735.98",,,
ATLAS COPCO CLASS A,0.0006987685429,"12,555,554.58",,,
DBS GROUP HOLDINGS LTD,0.000691877347,"12,431,732.77",,,
CARRIER GLOBAL CORP,0.000690900268,"12,414,176.50",,,
FAST RETAILING LTD,0.0006883625412,"12,368,578.33",,,
NINTENDO LTD,0.0006864009172,"12,333,331.64",,,
MEDIATEK INC,0.0006857283848,"12,321,247.50",,,
NEWMONT,0.0006815162516,"12,245,563.40",,,
DEXCOM INC,0.0006732917524,"12,097,784.64",,,
WESFARMERS LTD,0.0006732979461,"12,097,895.93",,,
BASF N,0.0006731950288,"12,096,046.70",,,
NATIONAL GRID PLC,0.0006685161233,"12,011,975.58",,,
COPART INC,0.0006661658241,"11,969,745.13",,,
UNITED RENTALS INC,0.0006637296238,"11,925,971.20",,,
WILLIAMS INC,0.0006625650143,"11,905,045.36",,,
TRAVELERS COMPANIES INC,0.0006617762416,"11,890,872.60",,,
AFLAC INC,0.0006592527584,"11,845,530.36",,,
LONDON STOCK EXCHANGE GROUP PLC,0.0006571264654,"11,807,324.88",,,
COMPASS GROUP PLC,0.0006552104287,"11,772,897.31",,,
ONEOK INC,0.0006550127046,"11,769,344.58",,,
AUTODESK INC,0.0006539555632,"11,750,349.74",,,
METLIFE INC,0.0006440480206,"11,572,329.86",,,
ALIMENTATION COUCHE TARD INC,0.000642900587,"11,551,712.64",,,
IQVIA HOLDINGS INC,0.0006413405971,"11,523,682.56",,,
SIMON PROPERTY GROUP REIT INC,0.0006403385444,"11,505,677.56",,,
INFINEON TECHNOLOGIES AG,0.0006386417845,"11,475,189.98",,,
CANADIAN IMPERIAL BANK OF COMMERCE,0.000636402227,"11,434,949.35",,,
KIMBERLY CLARK CORP,0.0006354462497,"11,417,772.24",,,
ROSS STORES INC,0.000634992875,"11,409,625.95",,,
D R HORTON INC,0.0006315036089,"11,346,930.41",,,
ROLLS-ROYCE HOLDINGS PLC,0.0006314845518,"11,346,587.99",,,
BANK OF NEW YORK MELLON CORP,0.0006287868806,"11,298,115.92",,,
OCCIDENTAL PETROLEUM CORP,0.0006274211482,"11,273,576.28",,,
LLOYDS BANKING GROUP PLC,0.0006236265991,"11,205,395.38",,,
HESS CORP,0.0006234949765,"11,203,030.37",,,
SNOWFLAKE CLASS A,0.0006215503659,"11,168,089.38",,,
INVESTOR CLASS B,0.0006213566032,"11,164,607.83",,,
APOLLO GLOBAL MANAGEMENT INC,0.0006206847459,"11,152,535.82",,,
ALLSTATE CORP,0.0006198598632,"11,137,714.23",,,
SEMPRA,0.0006197313761,"11,135,405.56",,,
MACQUARIE GROUP LTD DEF,0.0006195381978,"11,131,934.51",,,
MIZUHO FINANCIAL GROUP INC,0.0006167698437,"11,082,192.40",,,
REALTY INCOME REIT CORP,0.0006165908678,"11,078,976.54",,,
FERGUSON PLC,0.0006158367854,"11,065,427.10",,,
AMERICAN ELECTRIC POWER INC,0.0006146670902,"11,044,409.88",,,
TE CONNECTIVITY LTD,0.0006128763477,"11,012,233.61",,,
HOLCIM LTD AG,0.0006114952647,"10,987,418.15",,,
JOHNSON CONTROLS INTERNATIONAL PLC,0.0006107175493,"10,973,444.07",,,
SUPER MICRO COMPUTER INC,0.0006102921341,"10,965,800.16",,,
MANULIFE FINANCIAL CORP,0.0006100395217,"10,961,261.19",,,
LONZA GROUP AG,0.0006066289143,"10,899,979.00",,,
SIKA AG,0.000606096558,"10,890,413.56",,,
LULULEMON ATHLETICA INC,0.0006040406074,"10,853,472.00",,,
DIGITAL REALTY TRUST REIT INC,0.0006032715986,"10,839,654.36",,,
NUCOR CORP,0.0006028754235,"10,832,535.84",,,
HONG KONG EXCHANGES AND CLEARING L,0.000601746732,"10,812,255.38",,,
REPUBLIC SERVICES INC,0.0006014444132,"10,806,823.28",,,
CONSTELLATION BRANDS INC CLASS A,0.0006007886539,"10,795,040.52",,,
WW GRAINGER INC,0.0005997122161,"10,775,698.96",,,
AMERIPRISE FINANCE INC,0.0005949076919,"10,689,370.71",,,
WASTE CONNECTIONS INC,0.0005941669737,"10,676,061.40",,,
PALANTIR TECHNOLOGIES INC CLASS A,0.0005924671784,"10,645,519.28",,,
FORTINET INC,0.0005918787818,"10,634,946.90",,,
DOMINION ENERGY INC,0.0005879346705,"10,564,078.65",,,
TAKEDA PHARMACEUTICAL LTD,0.0005860471204,"10,530,162.93",,,
BLOCK INC CLASS A,0.0005850422444,"10,512,107.20",,,
PRUDENTIAL FINANCIAL INC,0.0005843030907,"10,498,826.00",,,
AL RAJHI BANK,0.0005831415994,"10,477,956.19",,,
TATA CONSULTANCY SERVICES LTD,0.0005828709294,"10,473,092.76",,,
GE VERNOVA INC,0.0005823147827,"10,463,099.85",,,
COINBASE GLOBAL INC CLASS A,0.0005807084435,"10,434,236.96",,,
HOYA CORP,0.0005801773833,"10,424,694.81",,,
KDDI CORP,0.0005790351434,"10,404,170.91",,,
AGILENT TECHNOLOGIES INC,0.0005777407356,"10,380,912.84",,,
CROWN CASTLE INC,0.0005773819401,"10,374,465.96",,,
JPY CASH,0.0005752559693,"10,336,266.27",,,
FIDELITY NATIONAL INFORMATION SERV,0.0005750871887,"10,333,233.60",,,
L3HARRIS TECHNOLOGIES INC,0.0005735158621,"10,304,999.82",,,
DEUTSCHE POST AG,0.0005734205917,"10,303,287.99",,,
CUMMINS INC,0.0005731700573,"10,298,786.36",,,
CENCORA INC,0.0005724616581,"10,286,057.76",,,
GIVAUDAN SA,0.0005714477839,"10,267,840.35",,,
IDEXX LABORATORIES INC,0.0005710456633,"10,260,615.00",,,
CIA VALE DO RIO DOCE SH,0.0005683583699,"10,212,329.40",,,
MONSTER BEVERAGE CORP,0.0005678931575,"10,203,970.41",,,
VOLVO CLASS B,0.0005676273005,"10,199,193.46",,,
PUBLIC STORAGE REIT,0.0005665490617,"10,179,819.54",,,
PETROLEO BRASILEIRO PREF SA,0.0005660213565,"10,170,337.67",,,
FASTENAL,0.000565286044,"10,157,125.49",,,
SAMSUNG ELECTRONICS NON VOTING PRE,0.0005643349504,"10,140,036.13",,,
MSCI INC,0.0005631853736,"10,119,380.40",,,
GENERAL MILLS INC,0.000562895385,"10,114,169.85",,,
YUM BRANDS INC,0.0005621607993,"10,100,970.73",,,
CENTENE CORP,0.0005598067001,"10,058,672.00",,,
DANONE SA,0.0005589482751,"10,043,247.72",,,
DOW INC,0.0005562271975,"9,994,355.08",,,
KINDER MORGAN INC,0.0005561453636,"9,992,884.68",,,
ALCON AG,0.0005551309284,"9,974,657.19",,,
BARCLAYS PLC,0.0005549736181,"9,971,830.62",,,
WOLTERS KLUWER NV,0.0005545333115,"9,963,919.14",,,
AMETEK INC,0.000554201437,"9,957,955.98",,,
ADIDAS N AG,0.0005467517207,"9,824,098.61",,,
KROGER,0.000541604583,"9,731,614.24",,,
EXPERIAN PLC,0.0005412394891,"9,725,054.19",,,
BHARTI AIRTEL LTD,0.0005411405344,"9,723,276.16",,,
OVERSEA-CHINESE BANKING LTD,0.0005395627018,"9,694,925.48",,,
SYSCO CORP,0.0005391690968,"9,687,853.14",,,
PAYCHEX INC,0.0005375713483,"9,659,144.61",,,
3I GROUP PLC,0.0005370202583,"9,649,242.56",,,
HUMANA INC,0.000537041014,"9,649,615.50",,,
OLD DOMINION FREIGHT LINE INC,0.0005369009759,"9,647,099.28",,,
NASPERS LIMITED N LTD,0.0005363379642,"9,636,983.02",,,
CORTEVA INC,0.0005362612249,"9,635,604.16",,,
ENI,0.0005361265219,"9,633,183.80",,,
ANGLO AMERICAN PLC,0.0005347844519,"9,609,069.33",,,
QUANTA SERVICES INC,0.0005315298353,"9,550,590.00",,,
DAIKIN INDUSTRIES LTD,0.0005308671393,"9,538,682.60",,,
RECKITT BENCKISER GROUP PLC,0.0005293893149,"9,512,128.88",,,
CHENIERE ENERGY INC,0.0005284674954,"9,495,565.52",,,
TRADE DESK INC CLASS A,0.0005283094393,"9,492,725.55",,,
NORDEA BANK,0.0005259910806,"9,451,069.01",,,
NETEASE INC,0.0005238699573,"9,412,956.42",,,
COMPAGNIE DE SAINT GOBAIN SA,0.0005226123286,"9,390,359.20",,,
TC ENERGY CORP,0.0005216811998,"9,373,628.57",,,
KEURIG DR PEPPER INC,0.0005181094704,"9,309,451.32",,,
LENNAR A CORP,0.0005176684459,"9,301,526.94",,,
COSTAR GROUP INC,0.0005164709002,"9,280,009.30",,,
OTIS WORLDWIDE CORP,0.0005162099213,"9,275,320.00",,,
